Default channel group,Date+hour,Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Affiliates,2024-01-14 23:00:00,4,5,2,315.08,4.87,2.91,0.35,10
Email,2024-01-15 00:00:00,1,1,2,265.07,2.76,2.41,0.45,19
Social,2024-01-15 01:00:00,3,4,3,89.31,4.65,2.27,0.75,4
Referral,2024-01-15 02:00:00,4,3,1,470.12,1.08,6.39,0.73,1
Referral,2024-01-15 03:00:00,4,1,5,465.19,1.6,8.81,0.35,8
Organic Search,2024-01-15 04:00:00,3,1,1,128.21,2.69,1.64,0.72,2
Referral,2024-01-15 05:00:00,4,1,1,399.83,2.86,9.28,0.4,12
Display,2024-01-15 06:00:00,3,5,2,59.47,3.34,5.7,0.99,18
Email,2024-01-15 07:00:00,2,1,5,350.96,1.49,9.44,0.68,3
Social,2024-01-15 08:00:00,3,5,3,330.32,1.49,4.72,0.34,15
Paid Search,2024-01-15 09:00:00,3,3,4,83.74,3.69,7.42,0.13,3
Social,2024-01-15 10:00:00,3,2,3,400.95,3.61,6.5,0.29,8
Email,2024-01-15 11:00:00,4,5,2,61.26,4.38,5.49,0.82,14
Display,2024-01-15 12:00:00,4,4,3,489.72,1.24,5.39,0.3,5
Email,2024-01-15 13:00:00,3,1,2,99.65,4.02,5.36,0.44,9
Organic Search,2024-01-15 14:00:00,4,2,2,261.67,2.83,9.96,0.68,12
Paid Search,2024-01-15 15:00:00,1,5,1,512.02,1.93,1.08,0.69,8
Social,2024-01-15 16:00:00,1,4,5,48.19,4.49,5.85,0.82,6
Direct,2024-01-15 17:00:00,4,2,4,482.63,3.51,1.63,0.38,13
Social,2024-01-15 18:00:00,4,3,2,450.93,3.34,9.6,0.23,1
Organic Search,2024-01-15 19:00:00,3,5,2,182.13,3.2,1.82,0.48,3
Paid Search,2024-01-15 20:00:00,2,5,1,538.45,3.71,2.26,0.96,9
Display,2024-01-15 21:00:00,4,3,4,549.8,3.32,7.54,0.55,13
Email,2024-01-15 22:00:00,1,5,2,441.63,4.75,5.78,0.76,7
Email,2024-01-15 23:00:00,3,1,5,497.9,2.43,4.39,0.95,14
Display,2024-01-16 00:00:00,4,5,5,95.55,4.75,7.98,0.92,19
Paid Search,2024-01-16 01:00:00,1,1,1,270.93,3.3,1.31,0.22,19
Display,2024-01-16 02:00:00,1,5,2,582.23,1.36,3.12,0.6,2
Referral,2024-01-16 03:00:00,2,4,4,66.48,1.96,3.43,0.4,10
Social,2024-01-16 04:00:00,3,4,1,255.48,2.92,8.15,0.35,7
Organic Search,2024-01-16 05:00:00,3,2,1,577.6,0.95,1.4,0.46,17
Display,2024-01-16 06:00:00,2,4,3,355.77,3.62,5.12,0.63,8
Organic Search,2024-01-16 07:00:00,2,3,1,27.03,3.36,2.24,0.97,19
Referral,2024-01-16 08:00:00,3,2,3,512.8,3.06,8.82,0.44,5
Email,2024-01-16 09:00:00,3,4,3,200.49,3.51,9.88,0.18,4
Display,2024-01-16 10:00:00,4,1,2,31.21,4.67,6.47,0.18,19
Paid Search,2024-01-16 11:00:00,4,5,5,500.25,1.39,9.36,0.75,4
Email,2024-01-16 12:00:00,2,4,4,449.93,4.53,4.49,0.68,9
Email,2024-01-16 13:00:00,4,1,1,323.31,0.69,8.12,0.39,1
Paid Search,2024-01-16 14:00:00,1,2,2,224.23,3.52,6.75,0.59,2
Social,2024-01-16 15:00:00,4,5,4,457.51,3.7,5.48,0.15,14
Social,2024-01-16 16:00:00,4,4,1,362.83,2.18,4.35,0.62,18
Display,2024-01-16 17:00:00,1,2,5,148.93,4.71,3.36,0.89,9
Email,2024-01-16 18:00:00,2,4,5,529.01,1.34,1.7,0.63,8
Display,2024-01-16 19:00:00,1,2,3,325.08,4.52,9.92,0.27,3
Social,2024-01-16 20:00:00,4,4,3,516.25,1.76,6.9,0.66,9
Direct,2024-01-16 21:00:00,2,1,4,58.82,3.37,1.26,0.4,5
Referral,2024-01-16 22:00:00,4,3,1,145.29,1.6,4.09,0.83,11
Display,2024-01-16 23:00:00,1,1,3,195.2,4.22,9.02,0.51,10
Display,2024-01-17 00:00:00,1,5,2,508.84,1.14,7.63,0.76,16
Direct,2024-01-17 01:00:00,4,4,3,524.48,3.2,2.53,0.15,3
Social,2024-01-17 02:00:00,3,3,4,464.97,4.6,4.56,0.69,18
Display,2024-01-17 03:00:00,3,3,2,353.69,0.96,3.99,0.76,2
Organic Search,2024-01-17 04:00:00,1,5,5,278.68,4.85,8.96,0.72,14
Social,2024-01-17 05:00:00,1,5,2,65.86,2.5,2.36,0.91,15
Social,2024-01-17 06:00:00,3,3,4,396.76,0.82,2.74,0.6,19
Referral,2024-01-17 07:00:00,3,5,5,502.85,4.93,1.31,0.92,8
Display,2024-01-17 08:00:00,4,5,1,516.87,2.94,3.32,0.67,19
Email,2024-01-17 09:00:00,4,4,4,152.21,2.31,4.28,0.59,11
Affiliates,2024-01-17 10:00:00,3,1,3,356.3,3.98,8.6,0.25,4
Affiliates,2024-01-17 11:00:00,4,2,4,566.67,0.62,5.6,0.39,17
Affiliates,2024-01-17 12:00:00,4,3,4,513.66,3.23,2.95,0.62,10
Referral,2024-01-17 13:00:00,2,2,4,102.81,3.34,5.11,0.65,15
Affiliates,2024-01-17 14:00:00,4,3,5,241.39,3.3,8.53,0.87,10
Direct,2024-01-17 15:00:00,1,3,4,67.8,3.07,9.13,0.5,5
Paid Search,2024-01-17 16:00:00,4,1,1,501.54,2.16,8.07,0.24,1
Social,2024-01-17 17:00:00,4,3,4,368,4.21,4.93,0.57,19
Email,2024-01-17 18:00:00,3,3,3,423.27,4.38,5.2,0.2,6
Paid Search,2024-01-17 19:00:00,1,1,2,107.14,1.09,7.63,0.49,4
Referral,2024-01-17 20:00:00,4,5,5,438.26,3.97,7.53,0.54,18
Social,2024-01-17 21:00:00,4,2,3,142.96,4.33,1.92,0.33,19
Referral,2024-01-17 22:00:00,2,3,1,584.03,4.28,9.36,0.23,7
Referral,2024-01-17 23:00:00,4,1,4,526.3,1.93,6.01,0.11,10
Direct,2024-01-18 00:00:00,4,3,5,19.45,1.69,1.13,0.11,6
Organic Search,2024-01-18 01:00:00,2,1,5,407.39,2.13,7.93,0.6,14
Organic Search,2024-01-18 02:00:00,3,2,5,208.83,2.13,5.1,0.59,12
Referral,2024-01-18 03:00:00,4,4,3,413.94,2.75,3.68,0.97,10
Affiliates,2024-01-18 04:00:00,2,5,2,114.23,0.78,2.3,0.29,2
Paid Search,2024-01-18 05:00:00,1,4,2,171.1,2.83,3.22,0.31,9
Affiliates,2024-01-18 06:00:00,3,1,1,37.31,2.55,5.93,0.85,16
Display,2024-01-18 07:00:00,1,3,3,227.46,1.17,6.66,0.99,15
Referral,2024-01-18 08:00:00,1,5,3,365.94,2.92,7.92,0.47,16
Display,2024-01-18 09:00:00,2,2,3,521.91,3.31,2.85,0.21,14
Affiliates,2024-01-18 10:00:00,4,5,4,134.48,1.94,6.07,0.68,18
Display,2024-01-18 11:00:00,2,3,3,528.21,1.56,3.5,0.17,5
Referral,2024-01-18 12:00:00,2,4,3,483.86,0.55,2.95,0.85,9
Direct,2024-01-18 13:00:00,2,1,5,392.35,2.79,6.54,0.42,17
Organic Search,2024-01-18 14:00:00,2,4,5,517.97,0.72,1.21,0.78,10
Paid Search,2024-01-18 15:00:00,3,5,5,202.35,2.78,8.8,0.92,3
Display,2024-01-18 16:00:00,4,3,3,565.65,3.95,8.93,0.8,16
Referral,2024-01-18 17:00:00,1,1,3,115.78,4.19,1.71,0.13,9
Direct,2024-01-18 18:00:00,1,3,5,351.31,0.61,3.91,0.85,13
Affiliates,2024-01-18 19:00:00,4,3,1,285.54,2.33,5.43,0.34,6
Organic Search,2024-01-18 20:00:00,1,5,1,452.72,3.66,9.29,0.38,5
Referral,2024-01-18 21:00:00,4,4,2,215.77,1.15,9.68,0.49,3
Paid Search,2024-01-18 22:00:00,1,3,4,552.3,2.64,8.09,0.42,13
Affiliates,2024-01-18 23:00:00,2,3,4,66.77,3.8,1.18,0.62,17
Direct,2024-01-19 00:00:00,1,3,2,371.84,1.14,4.81,0.97,19
Affiliates,2024-01-19 01:00:00,4,1,5,53.71,3.66,2.62,0.62,15
Email,2024-01-19 02:00:00,4,3,5,583.35,4.89,7.03,0.99,1
Affiliates,2024-01-19 03:00:00,4,3,3,129.36,1.54,6.7,0.6,1
Display,2024-01-19 04:00:00,4,5,4,465.95,1.99,8,0.69,8
Affiliates,2024-01-19 05:00:00,4,3,3,440.11,0.54,7.78,0.12,10
Direct,2024-01-19 06:00:00,3,3,3,585.85,2.23,1.88,0.2,12
Affiliates,2024-01-19 07:00:00,3,5,4,561,2.67,8.32,0.19,18
Affiliates,2024-01-19 08:00:00,1,1,5,524.07,1.85,2.88,0.44,12
Social,2024-01-19 09:00:00,4,4,1,389.58,3.53,6.46,0.6,10
Referral,2024-01-19 10:00:00,1,5,5,317.72,1.06,9.8,0.39,14
Social,2024-01-19 11:00:00,4,1,5,129.39,3.49,6.78,0.19,12
Affiliates,2024-01-19 12:00:00,4,4,3,383.87,4.27,3.98,0.57,3
Referral,2024-01-19 13:00:00,3,3,3,432.8,2.55,5.54,0.55,10
Social,2024-01-19 14:00:00,3,5,3,566.48,1.47,2.51,0.57,14
Affiliates,2024-01-19 15:00:00,2,3,4,176.53,4.44,7.87,0.56,16
Paid Search,2024-01-19 16:00:00,3,5,4,221.26,3.3,4.7,0.97,4
Social,2024-01-19 17:00:00,2,4,2,275.03,2.57,2.88,0.18,14
Referral,2024-01-19 18:00:00,2,1,3,417.95,3.65,7.93,0.97,13
Social,2024-01-19 19:00:00,2,5,4,506.73,3.93,5.27,0.87,3
Email,2024-01-19 20:00:00,2,1,2,162.12,2.72,5.26,0.66,3
Email,2024-01-19 21:00:00,2,3,3,328.71,4.91,4.7,0.82,6
Paid Search,2024-01-19 22:00:00,1,3,3,158.6,1.76,1.84,0.76,4
Direct,2024-01-19 23:00:00,3,4,1,284.02,2.09,6.58,0.73,15
Direct,2024-01-20 00:00:00,2,4,4,561.3,2.07,5.76,0.82,19
Referral,2024-01-20 01:00:00,4,2,2,530.7,1.69,7.11,0.72,5
Display,2024-01-20 02:00:00,3,2,3,282.1,4.51,4.68,0.76,9
Direct,2024-01-20 03:00:00,3,4,4,226.34,2.28,2.57,0.92,18
Referral,2024-01-20 04:00:00,2,3,2,331.47,0.93,2.36,0.48,10
Paid Search,2024-01-20 05:00:00,1,1,1,442.65,3.25,4.22,0.29,1
Display,2024-01-20 06:00:00,2,4,2,79.01,2.86,1.63,0.41,5
Display,2024-01-20 07:00:00,1,1,3,143.76,3.99,1.35,0.3,5
Email,2024-01-20 08:00:00,4,2,5,80.95,4.49,9.44,0.52,12
Affiliates,2024-01-20 09:00:00,3,1,5,20.99,4.09,3.43,0.38,11
Display,2024-01-20 10:00:00,4,4,1,472.52,0.6,2.79,0.35,2
Organic Search,2024-01-20 11:00:00,1,3,3,231.15,4.33,4.96,0.59,8
Referral,2024-01-20 12:00:00,1,4,3,460.89,3.41,1.01,0.88,12
Display,2024-01-20 13:00:00,4,5,4,302.81,3.97,4.44,0.96,16
Display,2024-01-20 14:00:00,1,5,5,414.49,1.04,6.16,0.59,5
Organic Search,2024-01-20 15:00:00,4,5,4,303.78,3.09,9.73,0.11,11
Display,2024-01-20 16:00:00,3,3,3,297.37,3.53,9.71,0.43,12
Affiliates,2024-01-20 17:00:00,4,4,1,533.1,4.39,1.13,0.95,4
Organic Search,2024-01-20 18:00:00,3,5,5,386.44,2.19,2.8,0.98,1
Email,2024-01-20 19:00:00,4,4,4,75.01,4.57,4.48,0.94,5
Social,2024-01-20 20:00:00,1,2,1,345.33,4.28,3.89,0.58,1
Display,2024-01-20 21:00:00,4,5,3,92.67,0.84,4.22,0.18,17
Display,2024-01-20 22:00:00,1,5,2,353.11,3.33,7.84,0.57,6
Referral,2024-01-20 23:00:00,4,3,2,399.83,4.28,2.37,0.59,5
Affiliates,2024-01-21 00:00:00,4,4,5,124.15,1.3,8.92,0.22,3
Referral,2024-01-21 01:00:00,2,3,1,104.66,3.07,9.55,0.62,1
Social,2024-01-21 02:00:00,1,3,4,118.12,2.61,7.03,0.46,3
Display,2024-01-21 03:00:00,2,4,1,495.72,4.86,2.86,0.67,11
Affiliates,2024-01-21 04:00:00,1,2,5,103.29,0.66,6.84,0.79,13
Organic Search,2024-01-21 05:00:00,2,4,3,470.47,3.65,6.2,0.75,6
Display,2024-01-21 06:00:00,3,2,1,21.81,2.01,1.49,0.99,18
Email,2024-01-21 07:00:00,4,3,5,496.5,0.64,6.6,0.54,1
Display,2024-01-21 08:00:00,1,2,5,153.52,3.67,8.14,0.87,6
Direct,2024-01-21 09:00:00,1,2,4,121.15,0.79,4.12,0.99,18
Affiliates,2024-01-21 10:00:00,4,2,3,382.19,2.66,7.78,0.81,17
Direct,2024-01-21 11:00:00,1,5,1,524.7,1.33,5.87,0.2,12
Organic Search,2024-01-21 12:00:00,1,5,5,432.67,3.25,9.09,0.7,4
Display,2024-01-21 13:00:00,2,3,3,340.75,2.65,9.81,0.47,9
Organic Search,2024-01-21 14:00:00,1,4,4,151.39,4.53,2.12,0.43,9
Paid Search,2024-01-21 15:00:00,3,2,5,251.13,1.21,4.95,0.26,16
Display,2024-01-21 16:00:00,3,5,4,516.03,2.68,8.32,0.68,1
Direct,2024-01-21 17:00:00,4,4,3,480.96,1.89,8.82,0.81,1
Affiliates,2024-01-21 18:00:00,1,2,4,140.89,4.48,5.62,0.64,15
Direct,2024-01-21 19:00:00,4,4,1,527.42,4.26,4.89,0.73,15
Organic Search,2024-01-21 20:00:00,3,1,4,151.47,1.79,4.99,0.29,8
Social,2024-01-21 21:00:00,1,2,2,589.89,4.81,1.08,0.37,16
Display,2024-01-21 22:00:00,1,4,2,448.69,4.15,3.35,0.58,11
Email,2024-01-21 23:00:00,4,2,2,428.04,4.21,5.07,0.99,16
Referral,2024-01-22 00:00:00,3,2,2,354.34,1.86,3.74,0.9,15
Affiliates,2024-01-22 01:00:00,1,1,1,514.91,4.49,7.94,0.67,16
Email,2024-01-22 02:00:00,4,4,5,531.25,2.62,8.87,0.81,17
Email,2024-01-22 03:00:00,3,3,2,160.19,2.16,3.22,0.45,14
Display,2024-01-22 04:00:00,4,5,2,477.27,1.45,9.54,0.35,13
Social,2024-01-22 05:00:00,2,2,5,107.56,4.87,7.74,0.8,15
Display,2024-01-22 06:00:00,1,2,2,242.9,4.85,4.55,0.86,16
Social,2024-01-22 07:00:00,2,2,5,549.79,2.73,7.91,0.11,13
Paid Search,2024-01-22 08:00:00,3,2,2,189.77,4.91,4.34,0.47,13
Affiliates,2024-01-22 09:00:00,2,5,5,264.74,4.39,3.76,0.65,2
Organic Search,2024-01-22 10:00:00,2,3,5,258.34,0.96,8.67,0.72,14
Organic Search,2024-01-22 11:00:00,3,1,3,346.66,3.85,1.17,0.26,3
Email,2024-01-22 12:00:00,4,3,4,502.15,4.55,1.47,0.46,12
Referral,2024-01-22 13:00:00,2,5,5,332.78,2.69,4.93,0.6,6
Paid Search,2024-01-22 14:00:00,4,4,2,564.17,4.12,5.79,0.9,8
Organic Search,2024-01-22 15:00:00,2,1,1,526.09,1.28,6.58,0.5,14
Organic Search,2024-01-22 16:00:00,4,1,5,371.93,4.68,2.7,0.98,15
Referral,2024-01-22 17:00:00,3,4,2,264.85,4.3,4.92,0.33,9
Referral,2024-01-22 18:00:00,2,2,5,201.6,1.55,5.73,0.72,13
Organic Search,2024-01-22 19:00:00,3,5,3,371.25,0.92,6.83,0.79,11
Direct,2024-01-22 20:00:00,2,4,1,487,2.49,2.9,0.85,2
Referral,2024-01-22 21:00:00,3,3,1,308.29,3.13,6,0.27,6
Direct,2024-01-22 22:00:00,3,3,2,529.86,2.04,2.08,0.12,13
Affiliates,2024-01-22 23:00:00,2,4,4,179.65,1.85,8.32,0.42,17
Paid Search,2024-01-23 00:00:00,2,5,3,517.26,0.54,3.17,0.55,15
Referral,2024-01-23 01:00:00,2,1,4,401.66,0.51,9.64,0.18,2
Affiliates,2024-01-23 02:00:00,1,1,1,182.06,1.17,8.61,0.32,4
Social,2024-01-23 03:00:00,4,2,1,254.43,3.89,4.31,0.39,16
Email,2024-01-23 04:00:00,1,5,4,32.62,4.57,9.24,0.76,12
Direct,2024-01-23 05:00:00,1,3,5,549.9,1.08,4.33,0.4,6
Paid Search,2024-01-23 06:00:00,3,3,4,463.34,3.72,3.14,0.79,6
Direct,2024-01-23 07:00:00,2,2,4,369.73,1.63,8.1,0.85,9
Social,2024-01-23 08:00:00,4,3,5,583,1.11,7.81,0.93,14
Paid Search,2024-01-23 09:00:00,3,2,5,553.92,2.28,3.63,0.79,18
Organic Search,2024-01-23 10:00:00,1,2,5,550.82,3.89,1.04,0.68,13
Social,2024-01-23 11:00:00,2,4,3,189.27,2.96,8.1,0.67,5
Display,2024-01-23 12:00:00,3,1,1,143.78,1.14,7.44,0.95,18
Display,2024-01-23 13:00:00,2,5,1,448.78,1.15,4.02,0.91,2
Referral,2024-01-23 14:00:00,3,5,5,202.64,1.82,9.36,0.42,14
Paid Search,2024-01-23 15:00:00,2,1,5,170.48,3.49,6.68,0.81,12
Referral,2024-01-23 16:00:00,1,5,3,158.99,1.85,8.99,0.97,14
Paid Search,2024-01-23 17:00:00,4,3,3,50.83,0.98,7.59,0.14,19
Social,2024-01-23 18:00:00,1,3,2,437.52,3.21,6.57,0.63,18
Paid Search,2024-01-23 19:00:00,4,5,4,14.91,4.95,9.12,0.3,2
Organic Search,2024-01-23 20:00:00,2,4,1,343.16,3.82,6.47,0.68,10
Email,2024-01-23 21:00:00,3,5,1,167.34,2.86,2.58,0.98,16
Display,2024-01-23 22:00:00,1,2,3,404.02,1.12,8.75,0.28,1
Email,2024-01-23 23:00:00,4,2,4,567.65,4.68,8.69,0.19,8
Paid Search,2024-01-24 00:00:00,1,1,3,417.75,3.21,5.16,0.1,16
Email,2024-01-24 01:00:00,4,3,2,233.23,0.53,1.15,0.67,12
Organic Search,2024-01-24 02:00:00,1,4,2,115.12,1.42,7.33,0.66,14
Display,2024-01-24 03:00:00,4,5,2,210.01,1.4,1.22,0.32,9
Affiliates,2024-01-24 04:00:00,4,2,3,280.7,2.76,8.17,0.68,18
Paid Search,2024-01-24 05:00:00,2,3,4,529.75,0.51,5.05,0.18,5
Display,2024-01-24 06:00:00,4,3,5,586.47,1.63,8.21,0.4,1
Email,2024-01-24 07:00:00,2,4,1,557.16,1.86,3.26,0.9,11
Affiliates,2024-01-24 08:00:00,4,4,5,305.38,0.92,4.69,1,17
Direct,2024-01-24 09:00:00,3,4,4,288.29,4.93,3.96,0.98,9
Display,2024-01-24 10:00:00,3,4,3,170.36,3.81,4.78,0.3,4
Direct,2024-01-24 11:00:00,3,2,3,234.25,3.54,4.71,0.26,1
Social,2024-01-24 12:00:00,4,4,3,551.24,3.42,7.77,0.41,5
Affiliates,2024-01-24 13:00:00,2,3,2,518.32,4.6,9.58,0.81,12
Affiliates,2024-01-24 14:00:00,2,3,2,96.76,3.62,7.69,0.82,3
Display,2024-01-24 15:00:00,4,5,2,219.25,3.54,6.33,0.41,1
Social,2024-01-24 16:00:00,3,3,5,352.62,1.4,4.85,0.43,7
Email,2024-01-24 17:00:00,3,3,1,75.87,3.35,9.92,0.31,7
Referral,2024-01-24 18:00:00,2,2,3,217.6,2.09,2.17,0.42,12
Paid Search,2024-01-24 19:00:00,3,3,3,355.04,4.87,6.91,0.89,11
Social,2024-01-24 20:00:00,1,1,5,276.48,3.7,3.42,0.57,8
Affiliates,2024-01-24 21:00:00,2,3,1,519.81,0.95,7.58,0.94,16
Referral,2024-01-24 22:00:00,3,5,1,360.66,1.28,3.51,0.75,14
Affiliates,2024-01-24 23:00:00,2,5,5,405.99,2.44,2.54,0.72,17
Display,2024-01-25 00:00:00,1,4,3,321.2,0.56,6.59,0.99,17
Email,2024-01-25 01:00:00,2,2,4,192.14,3.13,9.24,0.95,16
Organic Search,2024-01-25 02:00:00,2,5,4,360.17,2.63,4.69,0.22,4
Affiliates,2024-01-25 03:00:00,2,1,1,598.8,0.93,4.79,0.27,9
Email,2024-01-25 04:00:00,2,1,1,128.38,3.1,6.85,0.67,7
Direct,2024-01-25 05:00:00,1,4,3,437.01,3.55,7.33,0.49,10
Affiliates,2024-01-25 06:00:00,4,2,1,430.1,4,3.24,0.66,18
Referral,2024-01-25 07:00:00,2,2,5,470.38,4.17,7.51,0.87,3
Email,2024-01-25 08:00:00,2,3,4,268.15,3.33,5.32,0.95,11
Social,2024-01-25 09:00:00,3,1,4,16.33,2.21,9.32,0.5,1
Email,2024-01-25 10:00:00,2,1,1,543.43,0.91,4.31,0.39,15
Social,2024-01-25 11:00:00,3,1,5,162.17,3.81,4.38,0.93,19
Social,2024-01-25 12:00:00,4,1,1,246.59,1.65,9.9,0.76,15
Organic Search,2024-01-25 13:00:00,1,5,1,500.01,2.69,8.46,0.54,4
Referral,2024-01-25 14:00:00,1,2,5,524.45,3.99,1.45,0.62,16
Paid Search,2024-01-25 15:00:00,4,3,5,415.84,2.94,4.83,0.91,17
Referral,2024-01-25 16:00:00,1,5,2,269.44,4.59,8.93,0.2,13
Display,2024-01-25 17:00:00,4,2,4,390.34,4.97,8.79,0.69,14
Affiliates,2024-01-25 18:00:00,4,4,1,264.66,1.05,5.48,0.85,12
Referral,2024-01-25 19:00:00,4,1,3,131.08,3.42,9.11,0.52,8
Affiliates,2024-01-25 20:00:00,1,3,1,209.41,0.8,2.63,0.83,16
Affiliates,2024-01-25 21:00:00,3,2,1,366.47,0.92,7.75,0.57,7
Affiliates,2024-01-25 22:00:00,4,4,3,60.6,2.39,6.38,0.52,11
Organic Search,2024-01-25 23:00:00,2,1,4,22.53,3.17,4.89,0.31,10
Paid Search,2024-01-26 00:00:00,1,4,2,12.78,4.86,1.3,0.88,6
Social,2024-01-26 01:00:00,4,4,5,76.17,3.88,1.66,0.98,16
Referral,2024-01-26 02:00:00,4,5,2,90.9,2.16,4.91,0.17,12
Display,2024-01-26 03:00:00,2,4,1,408.84,1.52,3.32,0.52,1
Referral,2024-01-26 04:00:00,3,5,1,248.76,2.89,8.62,0.51,4
Social,2024-01-26 05:00:00,3,5,3,36.36,4.21,7.2,0.39,16
Email,2024-01-26 06:00:00,3,4,3,121.36,0.61,9.91,0.57,1
Affiliates,2024-01-26 07:00:00,4,2,1,312.19,1.78,9.17,0.59,17
Email,2024-01-26 08:00:00,4,4,2,376.5,1.44,7.13,0.45,14
Display,2024-01-26 09:00:00,4,4,2,591.55,3.3,3.57,0.66,16
Email,2024-01-26 10:00:00,1,2,4,316.1,2.61,7.89,0.96,8
Email,2024-01-26 11:00:00,2,1,1,80.19,2.96,6.55,0.91,18
Affiliates,2024-01-26 12:00:00,4,3,5,392.07,2.35,8.55,0.66,1
Social,2024-01-26 13:00:00,2,1,5,367.71,2.49,8.07,0.32,13
Social,2024-01-26 14:00:00,2,4,2,212.28,2.93,5.33,0.14,3
Social,2024-01-26 15:00:00,3,1,3,398.67,3.28,3.23,0.22,12
Referral,2024-01-26 16:00:00,1,3,3,558.57,2.83,2.47,0.54,8
Paid Search,2024-01-26 17:00:00,4,1,2,21.77,3.66,9.64,0.26,18
Referral,2024-01-26 18:00:00,3,3,4,131.91,0.77,2.83,0.45,18
Email,2024-01-26 19:00:00,3,1,1,79.87,2.65,9.81,0.19,13
Paid Search,2024-01-26 20:00:00,4,5,5,426.14,2.64,5.02,0.9,1
Direct,2024-01-26 21:00:00,2,4,2,400.07,0.89,7.17,0.38,10
Referral,2024-01-26 22:00:00,3,3,3,65.27,3.01,3.33,0.57,6
Referral,2024-01-26 23:00:00,2,4,1,89.93,4.47,8.23,0.85,17
Affiliates,2024-01-27 00:00:00,1,5,5,512.78,3.92,7.82,0.27,7
Social,2024-01-27 01:00:00,2,1,4,359.58,1.53,5.05,0.82,17
Social,2024-01-27 02:00:00,1,4,2,311.1,0.81,6.32,0.82,18
Paid Search,2024-01-27 03:00:00,2,1,1,320.5,4.59,1.36,0.82,15
Referral,2024-01-27 04:00:00,3,1,5,107.54,4.7,2.84,0.42,6
Social,2024-01-27 05:00:00,3,4,4,244.74,1.17,9.14,0.13,3
Referral,2024-01-27 06:00:00,1,3,3,353.59,4.13,6.12,0.75,11
Email,2024-01-27 07:00:00,4,3,1,299.63,0.69,8.54,0.99,9
Direct,2024-01-27 08:00:00,1,4,2,262.81,2.84,8.92,0.74,2
Social,2024-01-27 09:00:00,1,3,5,178.26,3.12,5.47,0.5,3
Organic Search,2024-01-27 10:00:00,2,2,3,227.6,3.24,4.73,0.41,7
Direct,2024-01-27 11:00:00,2,1,3,409.35,4.63,2.46,0.29,12
Social,2024-01-27 12:00:00,1,4,5,583.87,4.14,7.11,0.67,14
Organic Search,2024-01-27 13:00:00,3,5,5,538.68,2.3,4.44,0.73,6
Organic Search,2024-01-27 14:00:00,2,4,5,481.24,2.78,6.07,0.58,8
Social,2024-01-27 15:00:00,4,4,1,430.97,3.27,6.29,0.7,12
Direct,2024-01-27 16:00:00,2,1,2,271.69,4.49,8.92,0.45,7
Affiliates,2024-01-27 17:00:00,2,5,3,242.51,1.03,5.2,0.38,17
Paid Search,2024-01-27 18:00:00,4,1,4,398.51,1.38,5.99,0.86,1
Organic Search,2024-01-27 19:00:00,1,3,5,118.92,1.09,6.57,0.78,9
Social,2024-01-27 20:00:00,4,4,2,559.23,1.29,4.74,0.78,8
Affiliates,2024-01-27 21:00:00,1,1,4,79.57,3.67,2.22,0.14,10
Affiliates,2024-01-27 22:00:00,1,2,1,77.82,2.28,5.05,0.21,6
Affiliates,2024-01-27 23:00:00,1,4,3,117.89,3.57,1.51,0.54,16
Email,2024-01-28 00:00:00,4,3,2,51.41,2.25,2.75,0.14,9
Direct,2024-01-28 01:00:00,1,1,2,41.33,3.94,7.72,0.85,12
Organic Search,2024-01-28 02:00:00,3,1,3,99.93,3.59,6.61,0.83,17
Social,2024-01-28 03:00:00,4,2,3,203.24,0.94,8.13,0.7,9
Affiliates,2024-01-28 04:00:00,3,3,5,345.44,1.74,6.75,0.18,1
Paid Search,2024-01-28 05:00:00,1,2,3,328.66,2.47,5.25,0.2,2
Paid Search,2024-01-28 06:00:00,2,4,2,53.72,3.27,3.85,0.54,14
Display,2024-01-28 07:00:00,1,5,5,422.3,3.08,5.66,0.53,19
Affiliates,2024-01-28 08:00:00,3,1,3,182.8,2.41,7.68,0.3,2
Paid Search,2024-01-28 09:00:00,3,2,4,253.67,1.15,1.12,0.61,2
Organic Search,2024-01-28 10:00:00,4,1,4,226.77,2.56,2.78,0.26,18
Direct,2024-01-28 11:00:00,2,1,3,302.24,4.9,1.76,0.78,19
Direct,2024-01-28 12:00:00,4,2,2,29.36,2.21,5.13,0.41,7
Social,2024-01-28 13:00:00,3,1,5,124.09,4.57,5.31,0.47,16
Paid Search,2024-01-28 14:00:00,1,3,5,100.71,2.58,6.69,0.65,18
Referral,2024-01-28 15:00:00,2,3,5,483.72,0.61,5.31,0.32,8
Paid Search,2024-01-28 16:00:00,1,5,1,337.71,4.12,9.11,0.21,19
Display,2024-01-28 17:00:00,1,3,3,458.78,2.52,6.96,0.52,10
Referral,2024-01-28 18:00:00,2,2,1,426.74,4.67,9.83,0.64,17
Display,2024-01-28 19:00:00,4,3,1,167.88,3.57,5.53,0.92,19
Affiliates,2024-01-28 20:00:00,1,5,4,311.19,4.71,3.11,0.85,19
Affiliates,2024-01-28 21:00:00,3,4,5,95.57,4.35,7.08,0.68,1
Social,2024-01-28 22:00:00,1,4,1,470.79,1.17,1.69,0.23,14
Display,2024-01-28 23:00:00,2,2,2,130.85,4.16,9.69,0.67,13
